event_id_cnty,event_date,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,country,admin1,admin2,location,latitude,longitude,geo_precision,source_scale,fatalities
CHI9100,2022-07-05,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,National,0
CHI9101,2022-07-05,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,National,0
CHI9103,2022-07-05,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,2,National,0
CHI9096,2022-07-02,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9111,2022-07-06,1,Protests,Peaceful protest,Protesters (Chile),Farmers (Chile),,,Chile,Valparaiso,Valparaiso,Lo Vasquez,-33.2568,-71.439,1,Subnational,0
CHI9116,2022-07-04,1,Protests,Protest with intervention,Protesters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9095,2022-07-02,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-); LGBTQ+ (Chile); Students (Chile),,,Chile,Tarapaca,Iquique,Alto Hospicio,-20.2508,-70.1097,1,Subnational,0
CHI9091,2022-06-22,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Antofagasta,Antofagasta,Sierra Gorda,-22.8916,-69.3194,1,Subnational,0
CHI9104,2022-07-05,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9089,2022-06-19,1,Riots,Mob violence,Rioters (Chile),Vigilante Group (Chile),Civilians (Chile),,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI9090,2022-06-21,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Other,0
CHI9143,2022-07-14,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9147,2022-07-11,1,Riots,Violent demonstration,Rioters (Chile),,Civilians (Chile),Government of Chile (2022-); Independent Politicians (Chile); Women (Chile),Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9145,2022-07-08,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9133,2022-07-11,1,Protests,Peaceful protest,Protesters (Chile),Farmers (Chile),,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI9138,2022-07-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9140,2022-07-12,1,Protests,Peaceful protest,Protesters (Chile),Women (Chile),,,Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,National,0
CHI9136,2022-07-11,1,Protests,Peaceful protest,Protesters (Chile),FA: Broad Front (Chile); PCC: Communist Party of Chile; PDC: Christian Democratic Party (Chile); PPD: Party for Democracy; PRSD: Social Democrat Radical Party; PS: Socialist Party of Chile,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9151,2022-07-21,1,Strategic developments,Arrests,Police Forces of Chile (2022-),,El Tren de Aragua Gang,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,3,National,0
CHI9164,2022-07-18,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Tarapaca,Iquique,Alto Hospicio,-20.2508,-70.1097,1,Subnational,0
CHI9161,2022-07-14,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9160,2022-07-17,1,Riots,Mob violence,Rioters (Chile),Vigilante Group (Chile),Civilians (Chile),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9170,2022-07-22,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago - Macul,-33.4872,-70.5978,1,National,0
CHI9169,2022-07-20,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9184,2022-07-27,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Military Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - Quinta Normal,-33.4419,-70.679,1,National,0
CHI9179,2022-07-26,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9182,2022-07-25,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9173,2022-07-22,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9194,2022-07-26,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9174,2022-07-24,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Araucania,Malleco,Curacautin,-38.4407,-71.8882,1,Subnational,0
CHI9195,2022-07-26,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Rios,Valdivia,Folilco,-39.8711,-72.6681,2,Subnational,0
CHI9192,2022-07-25,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Lagos,Llanquihue,Calbuco,-41.7719,-73.1333,1,Subnational,0
CHI9176,2022-07-28,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9172,2022-07-21,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Valparaiso,Marga Marga,Limache,-33.0079,-71.2574,1,Subnational,0
CHI9177,2022-07-27,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-); PCC: Communist Party of Chile,,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9175,2022-07-24,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9180,2022-07-26,1,Riots,Mob violence,Rioters (Chile),Labor Group (Chile); Vigilante Group (Chile),Civilians (Chile),Police Forces of Chile (2022-),Chile,Valparaiso,Valparaiso,Vina del Mar,-33.0246,-71.5518,1,Subnational,0
CHI9181,2022-07-27,1,Protests,Peaceful protest,Protesters (Chile),"MODATIMA: Movement in Defense of Access to Water, Land and Environmental Protection",,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9188,2022-07-28,1,Riots,Violent demonstration,Rioters (Chile),Teachers (Chile),,,Chile,Biobio,Concepcion,Lota,-37.0899,-73.1577,1,Subnational,0
CHI9198,2022-07-28,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9183,2022-07-27,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Biobio,Concepcion,Florida,-36.824,-72.6667,1,Subnational,0
CHI9191,2022-07-24,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9238,2022-08-01,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Chile),,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9239,2022-08-03,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - La Cisterna,-33.5309,-70.6664,1,National,0
CHI9224,2022-08-03,1,Protests,Peaceful protest,Protesters (Chile),Fishers (Chile),,,Chile,Atacama,Copiapo,Caldera,-27.0705,-70.8279,2,Subnational,0
CHI9206,2022-07-31,2,Strategic developments,Looting/property destruction,CAM: Coordination Arauco Malleco,,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,Angol,-37.7952,-72.7164,2,National,0
CHI9213,2022-08-01,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9223,2022-08-03,1,Protests,Peaceful protest,Protesters (Chile),Fishers (Chile),,,Chile,Araucania,Cautin,Queule,-39.3984,-73.2099,1,Subnational,0
CHI9237,2022-08-04,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9204,2022-07-29,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9205,2022-07-30,1,Protests,Peaceful protest,Protesters (Chile),Lawyers (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9203,2022-07-28,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI9202,2022-07-28,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,1,Subnational,0
CHI9225,2022-08-03,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Women (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9232,2022-08-01,1,Strategic developments,Looting/property destruction,RMM: Mapuche Malleco Resistance,,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,Curacautin,-38.4407,-71.8882,2,National,0
CHI9210,2022-08-01,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),,Chile,Araucania,Cautin,Pillanlelbun,-38.6363,-72.4534,1,National,0
CHI9215,2022-08-01,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,San Gregorio,-38.2374,-71.9646,1,National,0
CHI9236,2022-08-04,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Metropolitana,Santiago,Santiago - Pudahuel,-33.4412,-70.7612,1,National,0
CHI9216,2022-08-01,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9275,2022-08-08,1,Protests,Protest with intervention,Protesters (Chile),Labor Group (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - Maipu,-33.5142,-70.7651,1,National,0
CHI9268,2022-08-10,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9276,2022-08-08,1,Protests,Protest with intervention,Protesters (Chile),Labor Group (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9267,2022-08-10,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9271,2022-08-11,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9266,2022-08-10,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9242,2022-08-07,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Los Rios,Valdivia,San Jose de la Mariquina,-39.5364,-72.9657,2,Subnational,0
CHI9255,2022-08-06,1,Protests,Peaceful protest,Protesters (Chile),Farmers (Chile),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9262,2022-08-09,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI9264,2022-08-10,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9265,2022-08-10,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile),,,Chile,Biobio,Concepcion,Talcahuano,-36.7249,-73.1168,1,Subnational,0
CHI9273,2022-08-11,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Las Condes,-33.4092,-70.5666,1,National,0
CHI9269,2022-08-10,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9260,2022-08-09,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Antofagasta,Tocopilla,Tocopilla,-22.0855,-70.193,1,Subnational,0
CHI9243,2022-08-10,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,O'Higgins,Cardenal Caro,Paredones,-34.6469,-71.9014,1,National,0
CHI9254,2022-08-05,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9258,2022-08-08,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,El Sauce,-33.5982,-71.4831,1,Subnational,0
CHI9357,2022-08-28,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Los Cerrillos,-33.4926,-70.7119,1,National,0
CHI9358,2022-08-28,1,Riots,Violent demonstration,Rioters (Chile),,Rioters (Chile),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9376,2022-09-01,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9374,2022-09-01,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9287,2022-08-13,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Cautin,Carahue,-38.709,-73.167,2,Subnational,0
CHI9326,2022-08-23,1,Battles,Armed clash,Unidentified Armed Group (Chile),,Police Forces of Chile (2022-),,Chile,Araucania,Malleco,Victoria,-38.2341,-72.3439,1,Subnational,0
CHI9402,2022-09-09,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,Curacautin,-38.4407,-71.8882,2,Subnational,0
CHI9305,2022-08-18,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile); Government of Chile (2022-),,,Chile,Araucania,Malleco,Curacautin,-38.4407,-71.8882,1,Subnational,0
CHI9285,2022-08-12,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Farmers (Chile),Chile,Araucania,Malleco,Angol,-37.7952,-72.7164,2,Subnational,0
CHI9382,2022-09-04,1,Strategic developments,Other,Unidentified Armed Group (Chile),,,,Chile,Araucania,Malleco,Angol,-37.7952,-72.7164,2,Subnational,0
CHI9309,2022-08-19,1,Protests,Peaceful protest,Protesters (Chile),Police Forces of Chile (2022-) Prison Guards,,,Chile,Araucania,Malleco,Angol,-37.7952,-72.7164,1,Subnational,0
CHI9339,2022-08-25,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Health Workers (Chile),Chile,Araucania,Cautin,Carahue,-38.709,-73.167,2,Subnational,0
CHI9387,2022-09-04,1,Protests,Peaceful protest,Protesters (Chile),Women (Chile),,,Chile,Los Rios,Ranco,Futrono,-40.1248,-72.3825,1,Subnational,0
CHI9324,2022-08-22,1,Protests,Peaceful protest,Protesters (Chile),Police Forces of Chile (2022-) Prison Guards,,,Chile,Coquimbo,Elqui,Huachalalume,-29.9761,-71.2219,1,National,0
CHI9307,2022-08-18,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),Police Forces of Chile (2022-),,Chile,Coquimbo,Elqui,La Serena,-29.9045,-71.2489,1,National,0
CHI9371,2022-08-31,1,Protests,Peaceful protest,Protesters (Chile),Women (Chile),,,Chile,Coquimbo,Elqui,Coquimbo,-29.9533,-71.3395,1,National,0
CHI9283,2022-01-19,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Coquimbo,Elqui,La Serena,-29.9045,-71.2489,1,National,0
CHI9286,2022-08-12,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9406,2022-09-09,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9297,2022-08-17,1,Riots,Violent demonstration,Rioters (Chile),Teachers (Chile); Labor Group (Chile),,,Chile,Biobio,Concepcion,Lota,-37.0899,-73.1577,1,Subnational,0
CHI9327,2022-08-23,1,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2022-),,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9370,2022-08-31,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),,,Chile,Biobio,Concepcion,Penco,-36.7331,-72.9826,1,Subnational,0
CHI9335,2022-08-24,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9362,2022-08-29,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9398,2022-09-07,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Tarapaca,Iquique,Iquique,-20.2133,-70.1503,1,Subnational,0
CHI9313,2022-08-19,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile); Teachers (Chile),,,Chile,Tarapaca,Iquique,Alto Hospicio,-20.2508,-70.1097,1,Subnational,0
CHI9359,2022-08-28,1,Riots,Mob violence,Rioters (Chile),Vigilante Group (Chile),Civilians (Venezuela),,Chile,Tarapaca,Iquique,Playa Lobito,-20.3899,-70.1711,1,Subnational,0
CHI9311,2022-08-19,1,Riots,Mob violence,Rioters (Chile),,Rioters (Chile),Labor Group (Chile),Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9304,2022-08-18,1,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile); Unidentified Communal Group (Chile),,,Chile,Araucania,Malleco,Angol,-37.7952,-72.7164,1,National,0
CHI9300,2022-08-17,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9322,2022-08-22,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,San Miguel,-37.9162,-73.3978,1,National,0
CHI9328,2022-08-23,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9363,2022-08-29,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Valparaiso,San Antonio,El Tabo,-33.4538,-71.6669,1,Subnational,0
CHI9377,2022-09-01,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Valparaiso,San Antonio,El Tabo,-33.4538,-71.6669,1,Subnational,0
CHI9364,2022-08-29,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),,,Chile,Valparaiso,San Antonio,Las Cruces,-33.4997,-71.6239,1,Subnational,0
CHI9314,2022-08-19,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,Leyda,-33.6122,-71.4506,1,Subnational,0
CHI9319,2022-08-21,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
CHI9381,2022-09-02,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); Government of Chile (2022-),,,Chile,Valparaiso,San Antonio,El Tabo,-33.4538,-71.6669,1,Subnational,0
CHI9302,2022-08-18,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Civilians (Chile),,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI9193,2022-07-25,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8818,2022-05-03,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8938,2022-06-01,1,Riots,Mob violence,Rioters (Chile),Students (Chile),,,Chile,Biobio,Arauco,Lebu,-37.6096,-73.6488,1,Subnational,0
CHI9207,2022-08-05,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - La Cisterna,-33.5309,-70.6664,1,National,0
CHI8487,2022-02-11,1,Riots,Mob violence,Rioters (Chile),,,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI9420,2022-09-11,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - Estacion Central,-33.4546,-70.6823,1,National,0
CHI9410,2022-09-13,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,Subnational,0
CHI9408,2022-09-11,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9416,2022-09-11,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI9411,2022-09-14,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9419,2022-09-11,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Conchali,-33.3959,-70.671,1,National,0
CHI9422,2022-09-11,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - Penalolen,-33.4684,-70.5341,1,National,0
CHI9418,2022-09-11,1,Riots,Violent demonstration,Rioters (Chile),,Civilians (Chile),Journalists (Chile),Chile,Metropolitana,Santiago,Santiago - Cerro Navia,-33.4228,-70.7355,1,National,0
CHI9412,2022-09-15,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Subnational,0
CHI9435,2022-09-17,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9434,2022-09-18,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Coquimbo,Elqui,La Serena,-29.9045,-71.2489,2,National,0
CHI9449,2022-09-29,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Los Lagos,Osorno,San Pablo,-40.4127,-73.0113,1,Subnational,0
CHI9455,2022-09-28,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Los Rios,Valdivia,Antilhue,-39.8061,-72.9582,1,Subnational,0
CHI9444,2022-09-25,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI9450,2022-09-29,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Tarapaca,Iquique,Alto Hospicio,-20.2508,-70.1097,1,Subnational,0
CHI9447,2022-09-28,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9457,2022-09-28,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,2,National,0
CHI9473,2022-10-07,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9474,2022-10-05,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9468,2022-10-06,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Penalolen,-33.4684,-70.5341,1,National,0
CHI9466,2022-10-06,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - Estacion Central,-33.4546,-70.6823,1,National,0
CHI8928,2022-05-20,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Nunoa,-33.455,-70.5934,1,National,0
CHI9481,2022-10-10,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National-International,0
CHI9496,2022-10-12,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI9490,2022-10-10,1,Protests,Protest with intervention,Protesters (Chile),,Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago - Providencia,-33.4311,-70.6045,1,National,0
CHI9486,2022-10-13,1,Protests,Peaceful protest,Protesters (Chile),Unidentified Communal Group (Chile),,,Chile,Los Rios,Ranco,La Union,-40.2931,-73.0816,1,Subnational,0
CHI9485,2022-10-13,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile); Labor Group (Chile),,,Chile,Los Lagos,Chiloe,Chacao,-41.8277,-73.5252,1,National,0
CHI9484,2022-10-13,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile); Labor Group (Chile),,,Chile,Los Lagos,Chiloe,Ancud,-41.8676,-73.8279,1,National,0
CHI9482,2022-09-14,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),,,Chile,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,Subnational,0
CHI9476,2022-09-01,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational,0
